Date,Week,CrudePrice,GasStock,DaySupply,GasImports,RefinerPerc,OilExports,OilImports,Scored Labels
9/7/2012 12:00:00 AM,36,95.6750011444092,48965,22.2,799,84.7,40,8565,3.82275319099426
9/14/2012 12:00:00 AM,37,97.5619995117188,50248,22.1,458,88.9,41,9848,3.70495104789734
9/21/2012 12:00:00 AM,38,93.7020004272461,48811,22.2,491,87.4,41,7595,3.83161091804504
9/28/2012 12:00:00 AM,39,91.3479995727539,49720,22.6,573,88.2,41,8106,3.80790734291077
10/5/2012 12:00:00 AM,40,90.8140014648438,47590,22.6,502,86.7,41,8221,3.80340027809143
10/12/2012 12:00:00 AM,41,91.4220001220703,47612,22.7,530,87.4,41,8347,3.77275395393372
10/19/2012 12:00:00 AM,42,91.5899993896484,48898,23.1,526,87.2,41,8823,3.64032816886902
10/26/2012 12:00:00 AM,43,86.3539993286133,49637,23,616,87.7,41,7922,3.43261623382568
11/2/2012 12:00:00 AM,44,85.8700012207031,51532,23.6,270,85.4,41,8011,3.47289347648621
11/9/2012 12:00:00 AM,45,85.9820007324219,51354,23.4,598,86,42,7870,3.4288911819458
11/16/2012 12:00:00 AM,46,85.865998840332,51416,22.9,616,87.5,42,7768,3.42235636711121
11/23/2012 12:00:00 AM,47,87.4000015258789,51571,23.7,494,88.6,42,8118,3.44540119171143
11/30/2012 12:00:00 AM,48,87.2739990234375,55286,24.5,513,90.6,42,8230,3.40435671806335
12/7/2012 12:00:00 AM,49,87.0020004272461,56285,25.4,585,90.4,42,8499,3.3645441532135
12/14/2012 12:00:00 AM,50,85.7119995117187,55657,25.9,521,91.5,43,8399,3.25812745094299
12/21/2012 12:00:00 AM,51,88.2439987182617,59457,26.2,602,90.3,43,8025,3.2704803943634
12/28/2012 12:00:00 AM,52,90.1425018310547,59177,26.4,487,90.4,43,7094,3.31298017501831
12/31/2012 12:00:00 AM,1,100.275999450684,60872,25.9,444,85.6,36,9907,3.30948138237
1/11/2013 12:00:00 AM,2,93.3799987792969,57343,28.1,375,87.9,43,8030,3.30460786819458
1/18/2013 12:00:00 AM,3,94.581999206543,57599,28,430,83.6,44,7730,3.33504319190979
1/25/2013 12:00:00 AM,4,95.4124984741211,58755,27.9,623,85,44,8068,3.36419177055359
2/1/2013 12:00:00 AM,5,97.3320007324219,58026,27.8,693,84.2,44,7569,3.53036546707153
2/8/2013 12:00:00 AM,6,96.1759994506836,58140,27.6,611,83.8,44,7513,3.60174489021301
2/15/2013 12:00:00 AM,7,96.9540008544922,58300,27.3,505,82.9,44,7689,3.74715328216553
2/22/2013 12:00:00 AM,8,94.3800010681152,58659,27,575,85.1,44,7958,3.60522413253784
3/1/2013 12:00:00 AM,9,92.1899978637695,56289,27,605,82.2,44,7308,3.76273822784424
3/8/2013 12:00:00 AM,10,91.0039993286133,54519,26.4,727,81,44,7535,3.71030974388123
3/15/2013 12:00:00 AM,11,92.7,52512,26.3,387,83.5,45,7317,3.60059475898743
3/22/2013 12:00:00 AM,12,93.0460006713867,51991,26.3,505,85.7,45,8158,3.67838191986084
3/28/2013 12:00:00 AM,13,96.0774993896484,51592,26.1,595,86.3,45,7931,3.63569259643555
4/5/2013 12:00:00 AM,14,95.0740005493164,50213,26.4,876,86.8,45,7720,3.61858534812927
4/12/2013 12:00:00 AM,15,93.3600006103516,50569,26.3,606,86.3,45,7431,3.54250311851501
4/19/2013 12:00:00 AM,16,88.0000015258789,48948,25.5,662,83.5,47,7564,3.52871108055115
4/26/2013 12:00:00 AM,17,90.997998046875,48233,25.4,628,84.4,47,8166,3.52614617347717
5/3/2013 12:00:00 AM,18,93.3999984741211,46492,25.3,780,87,47,7606,3.54535746574402
5/10/2013 12:00:00 AM,19,95.8439987182617,47316,25.6,671,88,47,7623,3.6061270236969
5/17/2013 12:00:00 AM,20,94.6479995727539,48187,26,1081,87.3,48,8130,3.68184280395508
5/24/2013 12:00:00 AM,21,94.7560012817383,46532,25.4,712,86.4,48,7817,3.65247893333435
5/31/2013 12:00:00 AM,22,93.3199996948242,48060,25.1,514,88.4,48,7268,3.65736889839172
6/7/2013 12:00:00 AM,23,94.2500015258789,50721,25.2,692,87.5,48,7850,3.6699686050415
6/14/2013 12:00:00 AM,24,96.3580017089844,50473,25.1,556,89.3,48,8436,3.59859752655029
6/21/2013 12:00:00 AM,25,96.6519989013672,50484,25.6,937,90.2,50,8298,3.56762456893921
6/28/2013 12:00:00 AM,26,95.8300003051758,49285,25.1,465,92.2,50,7407,3.48154330253601
7/5/2013 12:00:00 AM,27,100.64999961853,49473,24.3,493,92.4,50,7525,3.49463081359863
7/12/2013 12:00:00 AM,28,104.703999328613,50280,24.8,717,92.8,50,7705,3.6278600692749
7/19/2013 12:00:00 AM,29,106.881999206543,50355,24.5,322,92.3,52,8032,3.62799787521362
7/26/2013 12:00:00 AM,30,105.876000976562,51222,24.7,700,91.3,52,8168,3.63464188575745
8/2/2013 12:00:00 AM,31,105.544000244141,51949,24.8,635,90.9,52,7914,3.63334846496582
8/9/2013 12:00:00 AM,32,105.166000366211,49553,24.3,513,89.4,52,7917,3.55965900421143
8/16/2013 12:00:00 AM,33,106.974000549316,49474,23.8,373,91,55,7951,3.57186126708984
8/23/2013 12:00:00 AM,34,105.476000976563,50082,23.8,670,91.2,55,8374,3.5746853351593
8/30/2013 12:00:00 AM,35,108.330000305176,47996,23.7,430,91.7,55,8255,3.63503670692444
9/6/2013 12:00:00 AM,36,108.770000457764,48890,24.2,401,92.5,55,8017,3.60054659843445
9/13/2013 12:00:00 AM,37,108.356001281738,48341,24.2,492,92.5,55,7578,3.54797887802124
9/20/2013 12:00:00 AM,38,106.218000793457,47279,24.3,460,90.3,56,7925,3.48836922645569
9/27/2013 12:00:00 AM,39,103.096000671387,47733,25.1,559,89,56,8363,3.43128132820129
10/4/2013 12:00:00 AM,40,103.144000244141,48007,25,576,86,56,8043,3.37625885009766
10/11/2013 12:00:00 AM,41,102.697999572754,47525,24.6,584,86.2,56,8004,3.36401224136353
10/18/2013 12:00:00 AM,42,101.508000183105,47367,24.5,438,85.9,56,7656,3.34520483016968
10/25/2013 12:00:00 AM,43,97.5720001220703,47635,23.9,537,87.3,56,7459,3.30771327018738
11/1/2013 12:00:00 AM,44,96.9379989624023,38783,23.2,472,86.8,56,7224,3.29544067382813
11/8/2013 12:00:00 AM,45,94.3059997558594,39326,23.1,446,88.7,56,7844,3.22580933570862
11/15/2013 12:00:00 AM,46,93.9440017700195,39517,23,451,88.6,56,7863,3.24434018135071
11/22/2013 12:00:00 AM,47,93.9199981689453,40704,23.3,710,89.4,57,7718,3.31676054000854
11/29/2013 12:00:00 AM,48,92.9675025939941,39283,23.8,701,92.4,57,7809,3.28859376907349
12/6/2013 12:00:00 AM,49,96.2060012817383,41581,25,671,92.6,57,6862,3.29071760177612
12/13/2013 12:00:00 AM,50,97.2299987792969,41493,25.1,599,91.5,57,7732,3.27134251594543
12/20/2013 12:00:00 AM,51,97.8539993286133,42195,24.8,486,92.7,58,7535,3.27679467201233
12/27/2013 12:00:00 AM,52,99.1525020599365,40062,24.9,247,92.4,58,7495,3.33182644844055
12/31/2013 12:00:00 AM,1,95.2600006103516,58636,27.6,447,89.1,43,8342,3.30721783638
1/10/2014 12:00:00 AM,2,92.4160003662109,41263,27.1,405,90,58,6889,3.34410190582275
1/17/2014 12:00:00 AM,3,92.9759994506836,41072,28.3,528,86.5,58,7544,3.31708812713623
1/24/2014 12:00:00 AM,4,96.1875019073486,41699,28.5,466,88.2,61,8048,3.31524419784546
1/31/2014 12:00:00 AM,5,97.2899993896484,40394,28.4,620,86.1,61,6887,3.32562923431396
2/7/2014 12:00:00 AM,6,97.7800003051758,40185,27.9,350,87.1,61,7929,3.33763694763184
2/14/2014 12:00:00 AM,7,100.207998657227,41427,28,410,86.8,61,7421,3.40094566345215
2/21/2014 12:00:00 AM,8,102.932498931885,38573,27.7,276,88,64,7037,3.4641900062561
2/28/2014 12:00:00 AM,9,102.771998596191,38976,27.5,330,87.4,64,7112,3.49867630004883
3/7/2014 12:00:00 AM,10,103.073999023437,37855,26.4,395,86,64,7311,3.52622961997986
3/14/2014 12:00:00 AM,11,99.5540008544922,38958,25.8,421,85.6,64,7309,3.55599141120911
3/21/2014 12:00:00 AM,12,99.7740005493164,35066,24.9,628,86,64,7617,3.55702805519104
3/28/2014 12:00:00 AM,13,100.66000213623,34171,24.5,533,87.7,67,6831,3.59468626976013
4/4/2014 12:00:00 AM,14,100.462001037598,33361,23.9,502,87.5,67,7312,3.60874223709106
4/11/2014 12:00:00 AM,15,102.720001220703,32345,23.8,532,88.8,67,8271,3.65276002883911
4/17/2014 12:00:00 AM,16,103.947500228882,32282,24.2,448,91,67,7796,3.61873865127563
4/25/2014 12:00:00 AM,17,102.111999511719,29208,24.4,651,91,71,7483,3.70582938194275
5/2/2014 12:00:00 AM,18,100.507998657227,28750,24.7,583,90.2,71,6885,3.67675113677979
5/9/2014 12:00:00 AM,19,100.28999786377,29242,24.3,877,88.8,71,7127,3.65379309654236
5/16/2014 12:00:00 AM,20,101.915998840332,29770,23.9,997,88.7,71,6469,3.67002391815186
5/23/2014 12:00:00 AM,21,103.819999694824,28741,23.3,725,89.9,74,7809,3.68540072441101
5/30/2014 12:00:00 AM,22,103.952501296997,29115,23,844,90.8,74,7123,3.69962787628174
6/6/2014 12:00:00 AM,23,103.23399810791,28105,23.6,560,87.9,74,7146,3.68260979652405
6/13/2014 12:00:00 AM,24,105.967997741699,29801,23.6,766,87.1,74,7234,3.69261169433594
6/20/2014 12:00:00 AM,25,107.227998352051,29046,24,507,88.5,273,7341,3.71081042289734
6/27/2014 12:00:00 AM,26,106.691999816895,28976,23.8,512,91.4,273,7265,3.71217823028564
7/3/2014 12:00:00 AM,27,105.517499923706,29850,23.7,609,91.6,273,7285,3.67905068397522
7/11/2014 12:00:00 AM,28,103.254000854492,28277,23.9,615,93.8,273,7427,3.6282787322998
7/18/2014 12:00:00 AM,29,102.367999267578,29674,24.2,625,93.8,273,7407,3.60265254974365
7/25/2014 12:00:00 AM,30,104.345999145508,28666,24.4,602,93.5,295,7744,3.55045199394226
8/1/2014 12:00:00 AM,31,102.19400177002,28152,23.6,435,92.4,295,7563,3.56674075126648
8/8/2014 12:00:00 AM,32,97.4959991455078,29132,23.6,470,91.6,295,7846,3.52123713493347
8/15/2014 12:00:00 AM,33,97.1720001220703,28475,23.7,741,93.4,295,7459,3.48754191398621
8/22/2014 12:00:00 AM,34,94.9540008544922,29049,23.5,448,93.5,385,7633,3.46635794639587
8/29/2014 12:00:00 AM,35,96.2580001831055,27479,23.2,801,93.3,385,7675,3.48605036735535
9/5/2014 12:00:00 AM,36,94.0625,27476,23.6,324,93.9,385,7621,3.48127126693726
9/12/2014 12:00:00 AM,37,92.4300003051758,28569,23.5,327,93,385,8114,3.47365427017212
9/19/2014 12:00:00 AM,38,93.5200012207031,28753,23.6,510,93.4,385,6870,3.49064922332764
9/26/2014 12:00:00 AM,39,93.15,28957,24,504,89.8,420,7284,3.49985194206238
10/3/2014 12:00:00 AM,40,92.1450004577637,27502,24.1,417,89.3,420,7712,3.33341455459595
10/10/2014 12:00:00 AM,41,87.6280014038086,26399,23.4,428,88.1,420,7740,3.22905111312866
10/17/2014 12:00:00 AM,42,82.8800018310547,27184,23.2,438,86.7,420,7477,3.15182781219482
10/24/2014 12:00:00 AM,43,82.1219985961914,26272,23,493,86.6,411,7101,3.09056615829468
10/31/2014 12:00:00 AM,44,81.2919998168945,27169,22.5,531,88.4,411,6675,3.039555311203
11/7/2014 12:00:00 AM,45,78.2419998168945,26884,22.7,501,90.1,411,6877,2.93414950370789
11/14/2014 12:00:00 AM,46,76.4960006713867,27673,22.6,426,91.2,411,7638,2.87740159034729
11/21/2014 12:00:00 AM,47,75.3779998779297,28216,22.6,440,91.5,374,7473,2.86170125007629
11/28/2014 12:00:00 AM,48,72.3549995422363,27252,22.6,724,93.4,374,7303,2.81792426109314
12/5/2014 12:00:00 AM,49,67.1780014038086,29751,23.8,561,95.4,374,7668,2.72310519218445
12/12/2014 12:00:00 AM,50,61.1360008239746,29443,24.3,773,93.5,374,7104,2.58815145492554
12/19/2014 12:00:00 AM,51,55.8900001525879,29843,24.5,878,93.5,388,8292,2.42339372634888
12/26/2014 12:00:00 AM,52,55.5799999237061,31538,24.7,843,94.4,388,7061,2.32527017593384
12/31/2014 12:00:00 AM,1,69.9700004577637,42567,25.7,379,92.3,58,7961,2.85439014434814
1/2/2015 12:00:00 AM,1,52.7200012207031,30536,25.4,760,93.9,388,6856,2.22472071647644
1/9/2015 12:00:00 AM,2,48.7739990234375,30096,26.1,512,91,388,7492,2.15886998176575
1/16/2015 12:00:00 AM,3,47.0660003662109,30471,26.7,683,85.5,388,7218,2.08603286743164
1/23/2015 12:00:00 AM,4,46.4574995040894,28730,26.8,597,88,502,7422,2.0774986743927
1/30/2015 12:00:00 AM,5,45.326000213623,29828,27.4,672,89.9,502,7387,2.10147023200989
2/6/2015 12:00:00 AM,6,50.576000213623,29428,28.1,462,90,502,7286,2.21775412559509
2/13/2015 12:00:00 AM,7,51.1360000610352,28781,28.1,635,88.7,502,7105,2.28914618492126
2/20/2015 12:00:00 AM,8,51.6900005340576,29351,27.9,569,87.4,478,7279,2.33996987342834
2/27/2015 12:00:00 AM,9,49.1560005187988,31072,27.7,640,86.6,478,7368,2.43650484085083
3/6/2015 12:00:00 AM,10,50.3839996337891,30930,27.5,536,87.8,478,6793,2.37173509597778
3/13/2015 12:00:00 AM,11,47.6860000610352,29693,26.7,664,88.1,478,7496,2.33834838867188
3/20/2015 12:00:00 AM,12,44.3940002441406,28758,26.7,443,89,503,7392,2.41279864311218
3/27/2015 12:00:00 AM,13,48.6840003967285,27242,25.6,709,89.4,503,7348,2.43274283409119
4/2/2015 12:00:00 AM,14,48.9075002670288,27456,25.6,526,90.1,503,8217,2.39007616043091
4/10/2015 12:00:00 AM,15,51.7780006408691,26137,25.6,545,92.3,503,7148,2.41902351379395
4/17/2015 12:00:00 AM,16,54.7799995422363,26735,25,737,91.2,503,7765,2.47842574119568
4/24/2015 12:00:00 AM,17,56.1379997253418,26813,25.5,763,91.3,467,7446,2.41617155075073
5/1/2015 12:00:00 AM,18,57.9759994506836,25957,25.5,626,93,467,6541,2.59728336334229
5/8/2015 12:00:00 AM,19,59.726000213623,25727,25.1,776,91.2,467,6881,2.62886667251587
5/15/2015 12:00:00 AM,20,60.0139999389648,24829,24.8,542,92.4,467,7199,2.68571782112122
5/22/2015 12:00:00 AM,21,58.9519996643066,25088,23.9,775,93.6,441,6696,2.72493696212769
5/29/2015 12:00:00 AM,22,58.1849994659424,25780,23.7,692,93.2,441,7373,2.74125695228577
6/5/2015 12:00:00 AM,23,59.6639999389648,25918,23.1,666,94.6,441,6623,2.76107716560364
6/12/2015 12:00:00 AM,24,60.0720008850098,26338,23.2,682,93.1,441,7067,2.8203661441803
6/19/2015 12:00:00 AM,25,59.8919990539551,25880,23.4,896,94,571,6765,2.78998708724976
6/26/2015 12:00:00 AM,26,60.0139991760254,25743,22.7,760,95,571,7513,2.78954339027405
7/3/2015 12:00:00 AM,27,57.723999786377,26111,22.9,852,94.7,571,7316,2.79852223396301
7/10/2015 12:00:00 AM,28,52.3840003967285,25399,22.8,682,95.3,571,7354,2.76087594032288
7/17/2015 12:00:00 AM,29,51.6840003967285,25670,22.5,815,95.5,571,7941,2.73891806602478
7/24/2015 12:00:00 AM,30,49.2120002746582,25687,22.7,613,95.1,571,7545,2.69052624702454
7/31/2015 12:00:00 AM,31,47.9099998474121,24899,22.7,822,96.1,576,7180,2.6453332901001
8/7/2015 12:00:00 AM,32,44.9379997253418,24222,22.4,683,96.1,576,7573,2.6051664352417
8/14/2015 12:00:00 AM,33,43.1980003356934,25072,22.2,869,95.1,576,8038,2.68951106071472
8/21/2015 12:00:00 AM,34,41.342000579834,26475,22.4,630,94.5,477,7199,2.61364459991455
8/28/2015 12:00:00 AM,35,40.7260009765625,26339,22.5,835,92.8,477,7855,2.49867749214172
